id,station_name,line_number,congestion_level,passenger_count,timestamp,date,hour,minute,day_of_week,day_name,is_weekend,time_period,is_rush_hour,congestion_status,congestion_grade,rolling_mean,rolling_std,prev_congestion,congestion_change,z_score,is_anomaly
6684,여의도역,5,50.11,161,2025-11-16 18:31:55.197672,2025-11-16,18,31,6,Sunday,True,퇴근,True,HIGH,3,23.33,17.84,31.53,18.58,0.189,False
7119,여의도역,5,41.36,136,2025-11-16 19:37:55.197672,2025-11-16,19,37,6,Sunday,True,퇴근,True,MEDIUM,2,29.44,17.72,50.11,-8.75,-0.166,False
5667,여의도역,5,42.38,108,2025-11-16 19:50:55.197672,2025-11-16,19,50,6,Sunday,True,퇴근,True,MEDIUM,2,36.76,12.2,41.36,1.02,-0.125,False
9543,여의도역,5,42.92,109,2025-11-16 23:17:55.197672,2025-11-16,23,17,6,Sunday,True,평시,False,MEDIUM,2,41.66,6.64,42.38,0.54,-0.103,False
6586,여의도역,5,38.88,101,2025-11-16 23:34:55.197672,2025-11-16,23,34,6,Sunday,True,평시,False,MEDIUM,2,43.13,4.2,42.92,-4.04,-0.266,False
6659,여의도역,5,49.7,142,2025-11-17 00:01:55.197672,2025-11-17,0,1,0,Monday,False,심야,False,MEDIUM,2,43.05,4.03,38.88,10.82,0.172,False
731,여의도역,5,48.79,147,2025-11-17 01:31:55.197672,2025-11-17,1,31,0,Monday,False,심야,False,MEDIUM,2,44.53,4.58,49.7,-0.91,0.135,False
4229,여의도역,5,54.64,188,2025-11-17 05:19:55.197672,2025-11-17,5,19,0,Monday,False,심야,False,HIGH,3,46.99,6.15,48.79,5.85,0.372,False
235,여의도역,5,44.71,151,2025-11-17 06:07:55.197672,2025-11-17,6,7,0,Monday,False,평시,False,MEDIUM,2,47.34,5.9,54.64,-9.93,-0.03,False
3161,여의도역,5,49.01,167,2025-11-17 06:25:55.197672,2025-11-17,6,25,0,Monday,False,평시,False,MEDIUM,2,49.37,3.54,44.71,4.3,0.144,False
2861,여의도역,5,87.4,273,2025-11-17 07:17:55.197672,2025-11-17,7,17,0,Monday,False,출근,True,VERY_HIGH,4,56.91,17.41,49.01,38.39,1.699,False
4558,여의도역,5,87.31,253,2025-11-17 09:44:55.197672,2025-11-17,9,44,0,Monday,False,출근,True,VERY_HIGH,4,64.61,21.06,87.4,-0.09,1.696,False
3005,여의도역,5,87.74,298,2025-11-17 09:56:55.197672,2025-11-17,9,56,0,Monday,False,출근,True,VERY_HIGH,4,71.23,22.3,87.31,0.43,1.713,False
1599,여의도역,5,6.85,20,2025-11-17 13:21:55.197672,2025-11-17,13,21,0,Monday,False,점심,False,LOW,1,63.66,35.86,87.74,-80.89,-1.564,False
3733,여의도역,5,16.49,52,2025-11-17 13:28:55.197672,2025-11-17,13,28,0,Monday,False,점심,False,LOW,1,57.16,41.66,6.85,9.64,-1.173,False
9404,여의도역,5,14.6,44,2025-11-17 15:42:55.197672,2025-11-17,15,42,0,Monday,False,평시,False,LOW,1,42.6,41.17,16.49,-1.89,-1.25,False
5566,여의도역,5,33.95,108,2025-11-17 17:15:55.197672,2025-11-17,17,15,0,Monday,False,평시,False,MEDIUM,2,31.93,32.74,14.6,19.35,-0.466,False
3994,여의도역,5,37.63,128,2025-11-17 18:32:55.197672,2025-11-17,18,32,0,Monday,False,퇴근,True,MEDIUM,2,21.9,13.24,33.95,3.68,-0.317,False
5713,여의도역,5,51.09,149,2025-11-17 19:28:55.197672,2025-11-17,19,28,0,Monday,False,퇴근,True,HIGH,3,30.75,15.29,37.63,13.46,0.228,False
5767,여의도역,5,85.68,290,2025-11-17 21:03:55.197672,2025-11-17,21,3,0,Monday,False,평시,False,VERY_HIGH,4,44.59,26.42,51.09,34.59,1.63,False
5093,여의도역,5,65.31,183,2025-11-17 21:10:55.197672,2025-11-17,21,10,0,Monday,False,평시,False,HIGH,3,54.73,21.26,85.68,-20.37,0.805,False
4887,여의도역,5,82.27,283,2025-11-17 21:27:55.197672,2025-11-17,21,27,0,Monday,False,평시,False,VERY_HIGH,4,64.4,20.41,65.31,16.96,1.492,False
7170,여의도역,5,88.1,267,2025-11-17 21:34:55.197672,2025-11-17,21,34,0,Monday,False,평시,False,VERY_HIGH,4,74.49,15.83,82.27,5.83,1.728,False
4330,여의도역,5,86.55,237,2025-11-17 21:55:55.197672,2025-11-17,21,55,0,Monday,False,평시,False,VERY_HIGH,4,81.58,9.34,88.1,-1.55,1.665,False
7949,여의도역,5,46.08,144,2025-11-17 23:09:55.197672,2025-11-17,23,9,0,Monday,False,평시,False,MEDIUM,2,73.66,17.88,86.55,-40.47,0.025,False
8497,여의도역,5,42.68,135,2025-11-18 00:48:55.197672,2025-11-18,0,48,1,Tuesday,False,심야,False,MEDIUM,2,69.14,22.73,46.08,-3.4,-0.112,False
1933,여의도역,5,31.44,101,2025-11-18 01:05:55.197672,2025-11-18,1,5,1,Tuesday,False,심야,False,MEDIUM,2,58.97,26.45,42.68,-11.24,-0.568,False
5726,여의도역,5,38.24,126,2025-11-18 01:10:55.197672,2025-11-18,1,10,1,Tuesday,False,심야,False,MEDIUM,2,49.0,21.69,31.44,6.8,-0.292,False
1071,여의도역,5,36.02,92,2025-11-18 01:22:55.197672,2025-11-18,1,22,1,Tuesday,False,심야,False,MEDIUM,2,38.89,5.71,38.24,-2.22,-0.382,False
6356,여의도역,5,61.77,200,2025-11-18 03:35:55.197672,2025-11-18,3,35,1,Tuesday,False,심야,False,HIGH,3,42.03,11.76,36.02,25.75,0.661,False
9722,여의도역,5,58.54,194,2025-11-18 04:03:55.197672,2025-11-18,4,3,1,Tuesday,False,심야,False,HIGH,3,45.2,13.92,61.77,-3.23,0.53,False
5973,여의도역,5,78.28,231,2025-11-18 09:31:55.197672,2025-11-18,9,31,1,Tuesday,False,출근,True,VERY_HIGH,4,54.57,17.61,58.54,19.74,1.33,False
9050,여의도역,5,10.92,28,2025-11-18 13:17:55.197672,2025-11-18,13,17,1,Tuesday,False,점심,False,LOW,1,49.11,26.12,78.28,-67.36,-1.399,False
9664,여의도역,5,19.9,64,2025-11-18 14:13:55.197672,2025-11-18,14,13,1,Tuesday,False,평시,False,LOW,1,45.88,28.98,10.92,8.98,-1.035,False
4577,여의도역,5,10.62,34,2025-11-18 15:04:55.197672,2025-11-18,15,4,1,Tuesday,False,평시,False,LOW,1,35.65,30.93,19.9,-9.28,-1.411,False
6035,여의도역,5,37.97,98,2025-11-18 17:58:55.197672,2025-11-18,17,58,1,Tuesday,False,평시,False,MEDIUM,2,31.54,28.39,10.62,27.35,-0.303,False
5353,여의도역,5,61.36,160,2025-11-18 20:42:55.197672,2025-11-18,20,42,1,Tuesday,False,퇴근,True,HIGH,3,28.15,21.63,37.97,23.39,0.644,False
1789,여의도역,5,80.44,232,2025-11-18 21:04:55.197672,2025-11-18,21,4,1,Tuesday,False,평시,False,VERY_HIGH,4,42.06,28.9,61.36,19.08,1.418,False
2727,여의도역,5,89.13,281,2025-11-18 22:11:55.197672,2025-11-18,22,11,1,Tuesday,False,평시,False,VERY_HIGH,4,55.9,32.05,80.44,8.69,1.77,False
4762,여의도역,5,78.48,230,2025-11-18 22:52:55.197672,2025-11-18,22,52,1,Tuesday,False,평시,False,VERY_HIGH,4,69.48,20.29,89.13,-10.65,1.338,False
947,여의도역,5,44.52,141,2025-11-18 23:33:55.197672,2025-11-18,23,33,1,Tuesday,False,평시,False,MEDIUM,2,70.79,17.8,78.48,-33.96,-0.038,False
4119,여의도역,5,47.83,120,2025-11-19 00:08:55.197672,2025-11-19,0,8,2,Wednesday,False,심야,False,MEDIUM,2,68.08,20.43,44.52,3.31,0.096,False
247,여의도역,5,47.08,157,2025-11-19 01:50:55.197672,2025-11-19,1,50,2,Wednesday,False,심야,False,MEDIUM,2,61.41,20.83,47.83,-0.75,0.066,False
3089,여의도역,5,46.34,147,2025-11-19 02:07:55.197672,2025-11-19,2,7,2,Wednesday,False,심야,False,MEDIUM,2,52.85,14.38,47.08,-0.74,0.036,False
8409,여의도역,5,58.07,173,2025-11-19 03:12:55.197672,2025-11-19,3,12,2,Wednesday,False,심야,False,HIGH,3,48.77,5.34,46.34,11.73,0.511,False
4896,여의도역,5,47.15,154,2025-11-19 04:40:55.197672,2025-11-19,4,40,2,Wednesday,False,심야,False,MEDIUM,2,49.29,4.93,58.07,-10.92,0.069,False
9715,여의도역,5,78.68,264,2025-11-19 07:07:55.197672,2025-11-19,7,7,2,Wednesday,False,출근,True,VERY_HIGH,4,55.46,13.86,47.15,31.53,1.346,False
5836,여의도역,5,88.08,231,2025-11-19 08:07:55.197672,2025-11-19,8,7,2,Wednesday,False,출근,True,VERY_HIGH,4,63.66,18.88,78.68,9.4,1.727,False
5727,여의도역,5,78.44,271,2025-11-19 10:02:55.197672,2025-11-19,10,2,2,Wednesday,False,평시,False,VERY_HIGH,4,70.08,16.87,88.08,-9.64,1.336,False
6655,여의도역,5,13.41,35,2025-11-19 12:37:55.197672,2025-11-19,12,37,2,Wednesday,False,점심,False,LOW,1,61.15,30.85,78.44,-65.03,-1.298,False
4140,여의도역,5,12.33,41,2025-11-19 15:56:55.197672,2025-11-19,15,56,2,Wednesday,False,평시,False,LOW,1,54.19,37.92,13.41,-1.08,-1.342,False
6486,여의도역,5,12.38,39,2025-11-19 16:09:55.197672,2025-11-19,16,9,2,Wednesday,False,평시,False,LOW,1,40.93,38.8,12.33,0.05,-1.34,False
5815,여의도역,5,9.8,29,2025-11-19 16:43:55.197672,2025-11-19,16,43,2,Wednesday,False,평시,False,LOW,1,25.27,29.75,12.38,-2.58,-1.444,False
258,여의도역,5,53.43,184,2025-11-19 19:13:55.197672,2025-11-19,19,13,2,Wednesday,False,퇴근,True,HIGH,3,20.27,18.58,9.8,43.63,0.323,False
8121,여의도역,5,47.93,126,2025-11-19 20:00:55.197672,2025-11-19,20,0,2,Wednesday,False,퇴근,True,MEDIUM,2,27.17,21.57,53.43,-5.5,0.1,False
176,여의도역,5,64.97,216,2025-11-19 20:09:55.197672,2025-11-19,20,9,2,Wednesday,False,퇴근,True,HIGH,3,37.7,25.08,47.93,17.04,0.791,False
5967,여의도역,5,67.02,207,2025-11-19 20:29:55.197672,2025-11-19,20,29,2,Wednesday,False,퇴근,True,HIGH,3,48.63,23.11,64.97,2.05,0.874,False
6380,여의도역,5,69.98,231,2025-11-19 22:05:55.197672,2025-11-19,22,5,2,Wednesday,False,평시,False,HIGH,3,60.67,9.49,67.02,2.96,0.994,False
4532,여의도역,5,54.14,181,2025-11-20 02:49:55.197672,2025-11-20,2,49,3,Thursday,False,심야,False,HIGH,3,60.81,9.36,69.98,-15.84,0.352,False
6232,여의도역,5,51.54,140,2025-11-20 04:49:55.197672,2025-11-20,4,49,3,Thursday,False,심야,False,HIGH,3,61.53,8.18,54.14,-2.6,0.247,False
4551,여의도역,5,44.55,139,2025-11-20 05:18:55.197672,2025-11-20,5,18,3,Thursday,False,심야,False,MEDIUM,2,57.45,10.73,51.54,-6.99,-0.037,False
6852,여의도역,5,42.69,118,2025-11-20 05:51:55.197672,2025-11-20,5,51,3,Thursday,False,심야,False,MEDIUM,2,52.58,10.82,44.55,-1.86,-0.112,False
1629,여의도역,5,35.42,122,2025-11-20 07:00:55.197672,2025-11-20,7,0,3,Thursday,False,출근,True,MEDIUM,2,45.67,7.44,42.69,-7.27,-0.406,False
7144,여의도역,5,71.35,243,2025-11-20 07:13:55.197672,2025-11-20,7,13,3,Thursday,False,출근,True,VERY_HIGH,4,49.11,13.69,35.42,35.93,1.049,False
1239,여의도역,5,71.18,186,2025-11-20 07:22:55.197672,2025-11-20,7,22,3,Thursday,False,출근,True,VERY_HIGH,4,53.04,16.99,71.35,-0.17,1.042,False
5124,여의도역,5,65.6,199,2025-11-20 09:48:55.197672,2025-11-20,9,48,3,Thursday,False,출근,True,HIGH,3,57.25,16.96,71.18,-5.58,0.816,False
5593,여의도역,5,40.15,100,2025-11-20 10:42:55.197672,2025-11-20,10,42,3,Thursday,False,평시,False,MEDIUM,2,56.74,17.54,65.6,-25.45,-0.215,False
418,여의도역,5,10.78,35,2025-11-20 13:43:55.197672,2025-11-20,13,43,3,Thursday,False,점심,False,LOW,1,51.81,26.3,40.15,-29.37,-1.405,False
7905,여의도역,5,13.96,37,2025-11-20 14:56:55.197672,2025-11-20,14,56,3,Thursday,False,평시,False,LOW,1,40.33,28.1,10.78,3.18,-1.276,False
9994,여의도역,5,15.84,48,2025-11-20 15:25:55.197672,2025-11-20,15,25,3,Thursday,False,평시,False,LOW,1,29.27,23.42,13.96,1.88,-1.2,False
6287,여의도역,5,16.79,52,2025-11-20 15:28:55.197672,2025-11-20,15,28,3,Thursday,False,평시,False,LOW,1,19.5,11.77,15.84,0.95,-1.161,False
4362,여의도역,5,37.91,104,2025-11-20 17:09:55.197672,2025-11-20,17,9,3,Thursday,False,평시,False,MEDIUM,2,19.06,10.79,16.79,21.12,-0.306,False
7634,여의도역,5,31.4,88,2025-11-20 18:07:55.197672,2025-11-20,18,7,3,Thursday,False,퇴근,True,MEDIUM,2,23.18,10.77,37.91,-6.51,-0.569,False
5846,여의도역,5,34.93,112,2025-11-20 18:22:55.197672,2025-11-20,18,22,3,Thursday,False,퇴근,True,MEDIUM,2,27.37,10.36,31.4,3.53,-0.426,False
3773,여의도역,5,47.5,147,2025-11-20 19:25:55.197672,2025-11-20,19,25,3,Thursday,False,퇴근,True,MEDIUM,2,33.71,11.19,34.93,12.57,0.083,False
2897,여의도역,5,35.89,124,2025-11-20 19:35:55.197672,2025-11-20,19,35,3,Thursday,False,퇴근,True,MEDIUM,2,37.53,6.05,47.5,-11.61,-0.387,False
71,여의도역,5,48.25,147,2025-11-20 19:51:55.197672,2025-11-20,19,51,3,Thursday,False,퇴근,True,MEDIUM,2,39.59,7.75,35.89,12.36,0.113,False
5591,여의도역,5,89.37,290,2025-11-20 22:41:55.197672,2025-11-20,22,41,3,Thursday,False,평시,False,VERY_HIGH,4,51.19,22.24,48.25,41.12,1.779,False
6642,여의도역,5,51.73,166,2025-11-20 23:20:55.197672,2025-11-20,23,20,3,Thursday,False,평시,False,HIGH,3,54.55,20.36,89.37,-37.64,0.254,False
6373,여의도역,5,54.37,187,2025-11-20 23:56:55.197672,2025-11-20,23,56,3,Thursday,False,평시,False,HIGH,3,55.92,19.99,51.73,2.64,0.361,False
7695,여의도역,5,38.92,104,2025-11-21 00:12:55.197672,2025-11-21,0,12,4,Friday,False,심야,False,MEDIUM,2,56.53,19.27,54.37,-15.45,-0.265,False
53,여의도역,5,37.02,94,2025-11-21 01:14:55.197672,2025-11-21,1,14,4,Friday,False,심야,False,MEDIUM,2,54.28,21.05,38.92,-1.9,-0.342,False
6606,여의도역,5,31.51,80,2025-11-21 01:31:55.197672,2025-11-21,1,31,4,Friday,False,심야,False,MEDIUM,2,42.71,9.87,37.02,-5.51,-0.565,False
8320,여의도역,5,62.03,199,2025-11-21 04:44:55.197672,2025-11-21,4,44,4,Friday,False,심야,False,HIGH,3,44.77,12.85,31.51,30.52,0.672,False
2378,여의도역,5,48.94,163,2025-11-21 06:28:55.197672,2025-11-21,6,28,4,Friday,False,평시,False,MEDIUM,2,43.68,12.04,62.03,-13.09,0.141,False
8152,여의도역,5,89.42,262,2025-11-21 09:17:55.197672,2025-11-21,9,17,4,Friday,False,출근,True,VERY_HIGH,4,53.78,23.12,48.94,40.48,1.781,False
5553,여의도역,5,36.45,115,2025-11-21 10:51:55.197672,2025-11-21,10,51,4,Friday,False,평시,False,MEDIUM,2,53.67,23.23,89.42,-52.97,-0.365,False
4650,여의도역,5,8.99,25,2025-11-21 12:00:55.197672,2025-11-21,12,0,4,Friday,False,점심,False,LOW,1,49.17,29.84,36.45,-27.46,-1.477,False
4964,여의도역,5,8.12,27,2025-11-21 12:29:55.197672,2025-11-21,12,29,4,Friday,False,점심,False,LOW,1,38.38,33.54,8.99,-0.87,-1.513,False
9033,여의도역,5,10.23,29,2025-11-21 12:53:55.197672,2025-11-21,12,53,4,Friday,False,점심,False,LOW,1,30.64,34.93,8.12,2.11,-1.427,False
5196,여의도역,5,7.92,26,2025-11-21 16:33:55.197672,2025-11-21,16,33,4,Friday,False,평시,False,LOW,1,14.34,12.39,10.23,-2.31,-1.521,False
7049,여의도역,5,17.21,50,2025-11-21 16:51:55.197672,2025-11-21,16,51,4,Friday,False,평시,False,LOW,1,10.49,3.86,7.92,9.29,-1.144,False
152,여의도역,5,43.72,139,2025-11-21 18:50:55.197672,2025-11-21,18,50,4,Friday,False,퇴근,True,MEDIUM,2,17.44,15.17,17.21,26.51,-0.07,False
4719,여의도역,5,37.51,97,2025-11-21 19:07:55.197672,2025-11-21,19,7,4,Friday,False,퇴근,True,MEDIUM,2,23.32,16.3,43.72,-6.21,-0.322,False
4028,여의도역,5,48.48,142,2025-11-21 19:56:55.197672,2025-11-21,19,56,4,Friday,False,퇴근,True,MEDIUM,2,30.97,17.55,37.51,10.97,0.123,False
6987,여의도역,5,63.06,188,2025-11-21 20:22:55.197672,2025-11-21,20,22,4,Friday,False,퇴근,True,HIGH,3,42.0,16.76,48.48,14.58,0.713,False
4245,여의도역,5,72.5,201,2025-11-21 20:32:55.197672,2025-11-21,20,32,4,Friday,False,퇴근,True,VERY_HIGH,4,53.05,14.39,63.06,9.44,1.096,False
7992,여의도역,5,61.79,166,2025-11-21 22:14:55.197672,2025-11-21,22,14,4,Friday,False,평시,False,HIGH,3,56.67,13.71,72.5,-10.71,0.662,False
2089,여의도역,5,42.38,146,2025-11-22 00:20:55.197672,2025-11-22,0,20,5,Saturday,True,심야,False,MEDIUM,2,57.64,12.09,61.79,-19.41,-0.125,False
3239,여의도역,5,38.64,120,2025-11-22 01:47:55.197672,2025-11-22,1,47,5,Saturday,True,심야,False,MEDIUM,2,55.67,14.51,42.38,-3.74,-0.276,False
6276,여의도역,5,56.42,189,2025-11-22 03:58:55.197672,2025-11-22,3,58,5,Saturday,True,심야,False,HIGH,3,54.35,13.96,38.64,17.78,0.444,False
583,여의도역,5,53.32,153,2025-11-22 04:47:55.197672,2025-11-22,4,47,5,Saturday,True,심야,False,HIGH,3,50.51,9.71,56.42,-3.1,0.319,False
9982,여의도역,5,49.93,131,2025-11-22 05:01:55.197672,2025-11-22,5,1,5,Saturday,True,심야,False,MEDIUM,2,48.14,7.45,53.32,-3.39,0.181,False
7391,여의도역,5,40.54,139,2025-11-22 05:23:55.197672,2025-11-22,5,23,5,Saturday,True,심야,False,MEDIUM,2,47.77,7.84,49.93,-9.39,-0.199,False
5499,여의도역,5,36.12,91,2025-11-22 05:53:55.197672,2025-11-22,5,53,5,Saturday,True,심야,False,MEDIUM,2,47.27,8.62,40.54,-4.42,-0.378,False
2635,여의도역,5,33.89,98,2025-11-22 06:50:55.197672,2025-11-22,6,50,5,Saturday,True,평시,False,MEDIUM,2,42.76,8.52,36.12,-2.23,-0.468,False
2628,여의도역,5,93.62,324,2025-11-22 07:51:55.197672,2025-11-22,7,51,5,Saturday,True,출근,True,VERY_HIGH,4,50.82,24.7,33.89,59.73,1.952,False
6351,여의도역,5,49.3,171,2025-11-22 10:03:55.197672,2025-11-22,10,3,5,Saturday,True,평시,False,MEDIUM,2,50.69,24.71,93.62,-44.32,0.156,False
5227,여의도역,5,44.31,132,2025-11-22 10:39:55.197672,2025-11-22,10,39,5,Saturday,True,평시,False,MEDIUM,2,51.45,24.38,49.3,-4.99,-0.046,False
142,여의도역,5,18.49,52,2025-11-22 11:04:55.197672,2025-11-22,11,4,5,Saturday,True,평시,False,LOW,1,47.92,28.14,44.31,-25.82,-1.092,False
8560,여의도역,5,8.99,28,2025-11-22 12:00:55.197672,2025-11-22,12,0,5,Saturday,True,점심,False,LOW,1,42.94,33.02,18.49,-9.5,-1.477,False
4289,여의도역,5,17.01,58,2025-11-22 12:24:55.197672,2025-11-22,12,24,5,Saturday,True,점심,False,LOW,1,27.62,17.97,8.99,8.02,-1.152,False
7003,여의도역,5,6.15,17,2025-11-22 16:04:55.197672,2025-11-22,16,4,5,Saturday,True,평시,False,LOW,1,18.99,15.08,17.01,-10.86,-1.592,False
627,여의도역,5,7.63,21,2025-11-22 16:07:55.197672,2025-11-22,16,7,5,Saturday,True,평시,False,LOW,1,11.65,5.68,6.15,1.48,-1.532,False
3296,여의도역,5,46.69,160,2025-11-22 17:38:55.197672,2025-11-22,17,38,5,Saturday,True,평시,False,MEDIUM,2,17.29,16.96,7.63,39.06,0.05,False
6560,여의도역,5,69.8,175,2025-11-22 20:41:55.197672,2025-11-22,20,41,5,Saturday,True,퇴근,True,HIGH,3,29.46,27.83,46.69,23.11,0.986,False
4432,여의도역,5,89.98,284,2025-11-22 21:09:55.197672,2025-11-22,21,9,5,Saturday,True,평시,False,VERY_HIGH,4,44.05,37.22,69.8,20.18,1.804,False
4309,여의도역,5,54.45,160,2025-11-22 23:13:55.197672,2025-11-22,23,13,5,Saturday,True,평시,False,HIGH,3,53.71,30.61,89.98,-35.53,0.365,False
4463,여의도역,5,50.16,168,2025-11-23 00:36:55.197672,2025-11-23,0,36,6,Sunday,True,심야,False,HIGH,3,62.22,17.85,54.45,-4.29,0.191,False
1608,여의도역,5,53.84,148,2025-11-23 03:47:55.197672,2025-11-23,3,47,6,Sunday,True,심야,False,HIGH,3,63.65,16.54,50.16,3.68,0.34,False
4610,여의도역,5,50.78,177,2025-11-23 03:53:55.197672,2025-11-23,3,53,6,Sunday,True,심야,False,HIGH,3,59.84,16.95,53.84,-3.06,0.216,False
1853,여의도역,5,51.17,138,2025-11-23 04:50:55.197672,2025-11-23,4,50,6,Sunday,True,심야,False,HIGH,3,52.08,1.93,50.78,0.39,0.232,False
7753,여의도역,5,39.16,118,2025-11-23 06:12:55.197672,2025-11-23,6,12,6,Sunday,True,평시,False,MEDIUM,2,49.02,5.69,51.17,-12.01,-0.255,False
5548,여의도역,5,40.63,121,2025-11-23 06:27:55.197672,2025-11-23,6,27,6,Sunday,True,평시,False,MEDIUM,2,47.12,6.72,39.16,1.47,-0.195,False
7209,여의도역,5,43.86,124,2025-11-23 06:58:55.197672,2025-11-23,6,58,6,Sunday,True,평시,False,MEDIUM,2,45.12,5.61,40.63,3.23,-0.065,False
4417,여의도역,5,84.19,260,2025-11-23 09:03:55.197672,2025-11-23,9,3,6,Sunday,True,출근,True,VERY_HIGH,4,51.8,18.69,43.86,40.33,1.569,False
2083,여의도역,5,68.63,193,2025-11-23 09:08:55.197672,2025-11-23,9,8,6,Sunday,True,출근,True,HIGH,3,55.29,20.12,84.19,-15.56,0.939,False
8607,여의도역,5,45.43,126,2025-11-23 10:53:55.197672,2025-11-23,10,53,6,Sunday,True,평시,False,MEDIUM,2,56.55,19.03,68.63,-23.2,-0.001,False
2049,여의도역,5,15.69,53,2025-11-23 11:38:55.197672,2025-11-23,11,38,6,Sunday,True,평시,False,LOW,1,51.56,26.17,45.43,-29.74,-1.206,False
6457,여의도역,5,12.43,39,2025-11-23 11:38:55.197672,2025-11-23,11,38,6,Sunday,True,평시,False,LOW,1,45.27,31.68,15.69,-3.26,-1.338,False
9307,여의도역,5,16.09,50,2025-11-23 11:55:55.197672,2025-11-23,11,55,6,Sunday,True,평시,False,LOW,1,31.65,24.62,12.43,3.66,-1.19,False
9013,여의도역,5,8.43,21,2025-11-23 12:04:55.197672,2025-11-23,12,4,6,Sunday,True,점심,False,LOW,1,19.61,14.76,16.09,-7.66,-1.5,False
4976,여의도역,5,8.43,21,2025-11-23 12:24:55.197672,2025-11-23,12,24,6,Sunday,True,점심,False,LOW,1,12.21,3.73,8.43,0.0,-1.5,False
4810,왕십리역,2,45.24,155,2025-10-24 17:22:55.197672,2025-10-24,17,22,4,Friday,False,평시,False,MEDIUM,2,45.24,,,,-0.009,False
3523,왕십리역,2,38.11,118,2025-10-24 19:30:55.197672,2025-10-24,19,30,4,Friday,False,퇴근,True,MEDIUM,2,41.68,5.04,45.24,-7.13,-0.298,False
8261,왕십리역,2,36.39,126,2025-10-24 19:34:55.197672,2025-10-24,19,34,4,Friday,False,퇴근,True,MEDIUM,2,39.91,4.69,38.11,-1.72,-0.367,False
9172,왕십리역,2,43.95,121,2025-10-25 01:17:55.197672,2025-10-25,1,17,5,Saturday,True,심야,False,MEDIUM,2,40.92,4.33,36.39,7.56,-0.061,False
6317,왕십리역,2,37.29,124,2025-10-25 02:01:55.197672,2025-10-25,2,1,5,Saturday,True,심야,False,MEDIUM,2,40.2,4.09,43.95,-6.66,-0.331,False
3678,왕십리역,2,46.22,158,2025-10-25 05:28:55.197672,2025-10-25,5,28,5,Saturday,True,심야,False,MEDIUM,2,40.39,4.4,37.29,8.93,0.031,False
981,왕십리역,2,40.46,125,2025-10-25 06:50:55.197672,2025-10-25,6,50,5,Saturday,True,평시,False,MEDIUM,2,40.86,4.22,46.22,-5.76,-0.202,False
1549,왕십리역,2,69.52,221,2025-10-25 08:38:55.197672,2025-10-25,8,38,5,Saturday,True,출근,True,HIGH,3,47.49,12.78,40.46,29.06,0.975,False
3326,왕십리역,2,11.62,32,2025-10-25 13:32:55.197672,2025-10-25,13,32,5,Saturday,True,점심,False,LOW,1,41.02,20.72,69.52,-57.9,-1.371,False
1088,왕십리역,2,11.41,38,2025-10-25 15:14:55.197672,2025-10-25,15,14,5,Saturday,True,평시,False,LOW,1,35.85,24.73,11.62,-0.21,-1.379,False
6843,왕십리역,2,14.17,35,2025-10-25 15:45:55.197672,2025-10-25,15,45,5,Saturday,True,평시,False,LOW,1,29.44,25.51,11.41,2.76,-1.267,False
2173,왕십리역,2,16.02,53,2025-10-25 16:46:55.197672,2025-10-25,16,46,5,Saturday,True,평시,False,LOW,1,24.55,25.21,14.17,1.85,-1.192,False
671,왕십리역,2,31.92,110,2025-10-25 18:16:55.197672,2025-10-25,18,16,5,Saturday,True,퇴근,True,MEDIUM,2,17.03,8.54,16.02,15.9,-0.548,False
4386,왕십리역,2,53.0,163,2025-10-25 18:23:55.197672,2025-10-25,18,23,5,Saturday,True,퇴근,True,HIGH,3,25.3,17.42,31.92,21.08,0.306,False
6802,왕십리역,2,49.81,128,2025-10-25 19:03:55.197672,2025-10-25,19,3,5,Saturday,True,퇴근,True,MEDIUM,2,32.98,18.21,53.0,-3.19,0.177,False
5686,왕십리역,2,54.52,138,2025-10-25 19:20:55.197672,2025-10-25,19,20,5,Saturday,True,퇴근,True,HIGH,3,41.05,16.66,49.81,4.71,0.367,False
59,왕십리역,2,38.99,129,2025-10-25 19:21:55.197672,2025-10-25,19,21,5,Saturday,True,퇴근,True,MEDIUM,2,45.65,9.78,54.52,-15.53,-0.262,False
7377,왕십리역,2,30.26,79,2025-10-25 19:42:55.197672,2025-10-25,19,42,5,Saturday,True,퇴근,True,MEDIUM,2,45.32,10.38,38.99,-8.73,-0.616,False
2759,왕십리역,2,83.36,264,2025-10-25 22:40:55.197672,2025-10-25,22,40,5,Saturday,True,평시,False,VERY_HIGH,4,51.39,20.22,30.26,53.1,1.536,False
6741,왕십리역,2,40.11,136,2025-10-26 01:00:55.197672,2025-10-26,1,0,6,Sunday,True,심야,False,MEDIUM,2,49.45,20.86,83.36,-43.25,-0.216,False
4782,왕십리역,2,41.49,131,2025-10-26 01:24:55.197672,2025-10-26,1,24,6,Sunday,True,심야,False,MEDIUM,2,46.84,20.88,40.11,1.38,-0.161,False
3237,왕십리역,2,56.01,169,2025-10-26 04:53:55.197672,2025-10-26,4,53,6,Sunday,True,심야,False,HIGH,3,50.25,20.67,41.49,14.52,0.428,False
5402,왕십리역,2,31.05,90,2025-10-26 05:57:55.197672,2025-10-26,5,57,6,Sunday,True,심야,False,MEDIUM,2,50.4,20.48,56.01,-24.96,-0.584,False
